Alegría-Dulantzi,id01001
Talavera de la Reina,id45165
Tembleque,id45166
"Toboso, El",id45167
Toledo,id45168
Torralba de Oropesa,id45169
Torrecilla de la Jara,id45170
"Torre de Esteban Hambrán, La",id45171
Torrico,id45172
Torrijos,id45173
Totanés,id45174
Turleque,id45175
Ugena,id45176
Urda,id45177
Valdeverdeja,id45179
Valmojado,id45180
Velada,id45181
"Ventas con Peña Aguilera, Las",id45182
"Ventas de Retamosa, Las",id45183
"Ventas de San Julián, Las",id45184
Villacañas,id45185
"Villa de Don Fadrique, La",id45186
Villafranca de los Caballeros,id45187
Villaluenga de la Sagra,id45188
Villamiel de Toledo,id45189
Villaminaya,id45190
Villamuelas,id45191
Villanueva de Alcardete,id45192
Villanueva de Bogas,id45193
Villarejo de Montalbán,id45194
Villarrubia de Santiago,id45195
Villaseca de la Sagra,id45196
Villasequilla,id45197
Villatobas,id45198
"Viso de San Juan, El",id45199
"Yébenes, Los",id45200
Yeles,id45201
Yepes,id45202
Yuncler,id45203
Yunclillos,id45204
Yuncos,id45205
Santo Domingo-Caudilla,id45901
Ademuz,id46001
Ador,id46002
Atzeneta d'Albaida,id46003
Agullent,id46004
Alaquàs,id46005
Albaida,id46006
Albal,id46007
Albalat de la Ribera,id46008
Albalat dels Sorells,id46009
Albalat dels Tarongers,id46010
Alberic,id46011
Alborache,id46012
Alboraya,id46013
Albuixech,id46014
Alcàsser,id46015
Alcàntera de Xúquer,id46016
Alzira,id46017
Alcublas,id46018
"Alcúdia, l'",id46019
"Alcúdia de Crespins, l'",id46020
Aldaia,id46021
Alfafar,id46022
Alfauir,id46023
Alfara de la Baronia,id46024
Alfara del Patriarca,id46025
Alfarp,id46026
Alfarrasí,id46027
Algar de Palancia,id46028
Algemesí,id46029
Algimia de Alfara,id46030
Alginet,id46031
Almàssera,id46032
Almiserà,id46033
Almoines,id46034
Almussafes,id46035
Alpuente,id46036
"Alqueria de la Comtessa, l'",id46037
Andilla,id46038
Anna,id46039
Antella,id46040
Aras de los Olmos,id46041
Aielo de Malferit,id46042
Aielo de Rugat,id46043
Ayora,id46044
Barxeta,id46045
Barx,id46046
Bèlgida,id46047
Bellreguard,id46048
Bellús,id46049
Benagéber,id46050
Benaguasil,id46051
Benavites,id46052
Beneixida,id46053
Benetússer,id46054
Beniarjó,id46055
Beniatjar,id46056
Benicolet,id46057
Benifairó de les Valls,id46058
Benifairó de la Valldigna,id46059
Benifaió,id46060
Beniflá,id46061
Benigànim,id46062
Benimodo,id46063
Benimuslem,id46064
Beniparrell,id46065
Benirredrà,id46066
Benisanó,id46067
Benissoda,id46068
Benisuera,id46069
Bétera,id46070
Bicorp,id46071
Bocairent,id46072
Bolbaite,id46073
Bonrepòs i Mirambell,id46074
Bufali,id46075
Bugarra,id46076
Buñol,id46077
Burjassot,id46078
Calles,id46079
Camporrobles,id46080
Canals,id46081
Canet d'En Berenguer,id46082
Carcaixent,id46083
Càrcer,id46084
Carlet,id46085
Carrícola,id46086
Casas Altas,id46087
Casas Bajas,id46088
Casinos,id46089
Castelló de Rugat,id46090
Castellonet de la Conquesta,id46091
Castielfabib,id46092
Catadau,id46093
Catarroja,id46094
Caudete de las Fuentes,id46095
Cerdà,id46096
Cofrentes,id46097
Corbera,id46098
Cortes de Pallás,id46099
Cotes,id46100
Quart de les Valls,id46101
Quart de Poblet,id46102
Quartell,id46103
Quatretonda,id46104
Cullera,id46105
Chelva,id46106
Chella,id46107
Chera,id46108
Cheste,id46109
Xirivella,id46110
Chiva,id46111
Chulilla,id46112
Daimús,id46113
Domeño,id46114
Dos Aguas,id46115
"Eliana, l'",id46116
Emperador,id46117
Enguera,id46118
"Ènova, l'",id46119
Estivella,id46120
Estubeny,id46121
Faura,id46122
Favara,id46123
Fontanars dels Alforins,id46124
Fortaleny,id46125
Foios,id46126
"Font d'En Carròs, la",id46127
"Font de la Figuera, la",id46128
Fuenterrobles,id46129
Gavarda,id46130
Gandia,id46131
Genovés,id46132
Gestalgar,id46133
Gilet,id46134
Godella,id46135
Godelleta,id46136
"Granja de la Costera, la",id46137
Guadasséquies,id46138
Guadassuar,id46139
Guardamar de la Safor,id46140
Higueruelas,id46141
Jalance,id46142
Xeraco,id46143
Jarafuel,id46144
Xàtiva,id46145
Xeresa,id46146
Llíria,id46147
Loriguilla,id46148
Losa del Obispo,id46149
Llutxent,id46150
Llocnou d'En Fenollet,id46151
Llocnou de la Corona,id46152
Llocnou de Sant Jeroni,id46153
Llanera de Ranes,id46154
Llaurí,id46155
Llombai,id46156
"Llosa de Ranes, la",id46157
Macastre,id46158
Manises,id46159
Manuel,id46160
Marines,id46161
Massalavés,id46162
Massalfassar,id46163
Massamagrell,id46164
Massanassa,id46165
Meliana,id46166
Millares,id46167
Miramar,id46168
Mislata,id46169
Mogente/Moixent,id46170
Moncada,id46171
Montserrat,id46172
Montaverner,id46173
Montesa,id46174
Montitxelvo/Montichelvo,id46175
Montroi/Montroy,id46176
Museros,id46177
Náquera,id46178
Navarrés,id46179
Novelé/Novetlè,id46180
Oliva,id46181
Olocau,id46182
"Olleria, l'",id46183
Ontinyent,id46184
Otos,id46185
Paiporta,id46186
Palma de Gandía,id46187
Palmera,id46188
"Palomar, el",id46189
Paterna,id46190
Pedralba,id46191
Petrés,id46192
Picanya,id46193
Picassent,id46194
Piles,id46195
Pinet,id46196
Polinyà de Xúquer,id46197
Potries,id46198
"Pobla de Farnals, la",id46199
"Pobla del Duc, la",id46200
Puebla de San Miguel,id46201
"Pobla de Vallbona, la",id46202
"Pobla Llarga, la",id46203
"Puig de Santa María, el",id46204
Puçol,id46205
Quesa,id46206
Rafelbunyol,id46207
Rafelcofer,id46208
Rafelguaraf,id46209
Ráfol de Salem,id46210
Real de Gandía,id46211
Real,id46212
Requena,id46213
Riba-roja de Túria,id46214
Riola,id46215
Rocafort,id46216
Rotglà i Corberà,id46217
Rótova,id46218
Rugat,id46219
Sagunto/Sagunt,id46220
Salem,id46221
Sant Joanet,id46222
Sedaví,id46223
Segart,id46224
Sellent,id46225
Sempere,id46226
Senyera,id46227
Serra,id46228
Siete Aguas,id46229
Silla,id46230
Simat de la Valldigna,id46231
Sinarcas,id46232
Sollana,id46233
Sot de Chera,id46234
Sueca,id46235
Sumacàrcer,id46236
Tavernes Blanques,id46237
Tavernes de la Valldigna,id46238
Teresa de Cofrentes,id46239
Terrateig,id46240
Titaguas,id46241
Torrebaja,id46242
Torrella,id46243
Torrent,id46244
Torres Torres,id46245
Tous,id46246
Tuéjar,id46247
Turís,id46248
Utiel,id46249
Valencia,id46250
Vallada,id46251
Vallanca,id46252
Vallés,id46253
Venta del Moro,id46254
Vilallonga/Villalonga,id46255
Vilamarxant,id46256
Villanueva de Castellón,id46257
Villar del Arzobispo,id46258
Villargordo del Cabriel,id46259
Vinalesa,id46260
Yátova,id46261
"Yesa, La",id46262
Zarra,id46263
Gátova,id46902
San Antonio de Benagéber,id46903
Benicull de Xúquer,id46904
Adalia,id47001
Aguasal,id47002
Aguilar de Campos,id47003
Alaejos,id47004
Alcazarén,id47005
Aldea de San Miguel,id47006
Aldeamayor de San Martín,id47007
Almenara de Adaja,id47008
Amusquillo,id47009
Arroyo de la Encomienda,id47010
Ataquines,id47011
Bahabón,id47012
Barcial de la Loma,id47013
Barruelo del Valle,id47014
Becilla de Valderaduey,id47015
Benafarces,id47016
Bercero,id47017
Berceruelo,id47018
Berrueces,id47019
Bobadilla del Campo,id47020
Bocigas,id47021
Bocos de Duero,id47022
Boecillo,id47023
Bolaños de Campos,id47024
Brahojos de Medina,id47025
Bustillo de Chaves,id47026
Cabezón de Pisuerga,id47027
Cabezón de Valderaduey,id47028
Cabreros del Monte,id47029
Campaspero,id47030
"Campillo, El",id47031
Camporredondo,id47032
Canalejas de Peñafiel,id47033
Canillas de Esgueva,id47034
Carpio,id47035
Casasola de Arión,id47036
Castrejón de Trabancos,id47037
Castrillo de Duero,id47038
Castrillo-Tejeriego,id47039
Castrobol,id47040
Castrodeza,id47041
Castromembibre,id47042
Castromonte,id47043
Castronuevo de Esgueva,id47044
Castronuño,id47045
Castroponce,id47046
Castroverde de Cerrato,id47047
Ceinos de Campos,id47048
Cervillego de la Cruz,id47049
Cigales,id47050
Ciguñuela,id47051
Cistérniga,id47052
Cogeces de Íscar,id47053
Cogeces del Monte,id47054
Corcos,id47055
Corrales de Duero,id47056
Cubillas de Santa Marta,id47057
Cuenca de Campos,id47058
Curiel de Duero,id47059
Encinas de Esgueva,id47060
Esguevillas de Esgueva,id47061
Fombellida,id47062
Fompedraza,id47063
Fontihoyuelo,id47064
Fresno el Viejo,id47065
Fuensaldaña,id47066
Fuente el Sol,id47067
Fuente-Olmedo,id47068
Gallegos de Hornija,id47069
Gatón de Campos,id47070
Geria,id47071
Herrín de Campos,id47073
Hornillos de Eresma,id47074
Íscar,id47075
Laguna de Duero,id47076
Langayo,id47077
Lomoviejo,id47078
Llano de Olmedo,id47079
Manzanillo,id47080
Marzales,id47081
Matapozuelos,id47082
Matilla de los Caños,id47083
Mayorga,id47084
Medina del Campo,id47085
Medina de Rioseco,id47086
Megeces,id47087
Melgar de Abajo,id47088
Melgar de Arriba,id47089
Mojados,id47090
Monasterio de Vega,id47091
Montealegre de Campos,id47092
Montemayor de Pililla,id47093
Moral de la Reina,id47094
Moraleja de las Panaderas,id47095
Morales de Campos,id47096
Mota del Marqués,id47097
Mucientes,id47098
"Mudarra, La",id47099
Muriel,id47100
Nava del Rey,id47101
Nueva Villa de las Torres,id47102
Olivares de Duero,id47103
Olmedo,id47104
Olmos de Esgueva,id47105
Olmos de Peñafiel,id47106
Palazuelo de Vedija,id47109
"Parrilla, La",id47110
"Pedraja de Portillo, La",id47111
Pedrajas de San Esteban,id47112
Pedrosa del Rey,id47113
Peñafiel,id47114
Peñaflor de Hornija,id47115
Pesquera de Duero,id47116
Piña de Esgueva,id47117
Piñel de Abajo,id47118
Piñel de Arriba,id47119
Pollos,id47121
Portillo,id47122
Pozal de Gallinas,id47123
Pozaldez,id47124
Pozuelo de la Orden,id47125
Puras,id47126
Quintanilla de Arriba,id47127
Quintanilla del Molar,id47128
Quintanilla de Onésimo,id47129
Quintanilla de Trigueros,id47130
Rábano,id47131
Ramiro,id47132
Renedo de Esgueva,id47133
Roales de Campos,id47134
Robladillo,id47135
Roturas,id47137
Rubí de Bracamonte,id47138
Rueda,id47139
Saelices de Mayorga,id47140
Salvador de Zapardiel,id47141
San Cebrián de Mazote,id47142
San Llorente,id47143
San Martín de Valvení,id47144
San Miguel del Arroyo,id47145
San Miguel del Pino,id47146
San Pablo de la Moraleja,id47147
San Pedro de Latarce,id47148
San Pelayo,id47149
San Román de Hornija,id47150
San Salvador,id47151
Santa Eufemia del Arroyo,id47152
Santervás de Campos,id47153
Santibáñez de Valcorba,id47154
Santovenia de Pisuerga,id47155
San Vicente del Palacio,id47156
Sardón de Duero,id47157
"Seca, La",id47158
Serrada,id47159
Siete Iglesias de Trabancos,id47160
Simancas,id47161
Tamariz de Campos,id47162
Tiedra,id47163
Tordehumos,id47164
Tordesillas,id47165
Torrecilla de la Abadesa,id47166
Torrecilla de la Orden,id47167
Torrecilla de la Torre,id47168
Torre de Esgueva,id47169
Torre de Peñafiel,id47170
Torrelobatón,id47171
Torrescárcela,id47172
Traspinedo,id47173
Trigueros del Valle,id47174
Tudela de Duero,id47175
"Unión de Campos, La",id47176
Urones de Castroponce,id47177
Urueña,id47178
Valbuena de Duero,id47179
Valdearcos de la Vega,id47180
Valdenebro de los Valles,id47181
Valdestillas,id47182
Valdunquillo,id47183
Valoria la Buena,id47184
Valverde de Campos,id47185
Valladolid,id47186
Vega de Ruiponce,id47187
Vega de Valdetronco,id47188
Velascálvaro,id47189
Velilla,id47190
Velliza,id47191
Ventosa de la Cuesta,id47192
Viana de Cega,id47193
Viloria,id47194
Villabáñez,id47195
Villabaruz de Campos,id47196
Villabrágima,id47197
Villacarralón,id47198
Villacid de Campos,id47199
Villaco,id47200
Villafrades de Campos,id47203
Villafranca de Duero,id47204
Villafrechós,id47205
Villafuerte,id47206
Villagarcía de Campos,id47207
Villagómez la Nueva,id47208
Villalán de Campos,id47209
Villalar de los Comuneros,id47210
Villalba de la Loma,id47211
Villalba de los Alcores,id47212
Villalbarba,id47213
Villalón de Campos,id47214
Villamuriel de Campos,id47215
Villán de Tordesillas,id47216
Villanubla,id47217
Villanueva de Duero,id47218
Villanueva de la Condesa,id47219
Villanueva de los Caballeros,id47220
Villanueva de los Infantes,id47221
Villanueva de San Mancio,id47222
Villardefrades,id47223
Villarmentero de Esgueva,id47224
Villasexmir,id47225
Villavaquerín,id47226
Villavellid,id47227
Villaverde de Medina,id47228
Villavicencio de los Caballeros,id47229
Wamba,id47230
Zaratán,id47231
"Zarza, La",id47232
Abadiño,id48001
Abanto y Ciérvana-Abanto Zierbena,id48002
Amorebieta-Etxano,id48003
Amoroto,id48004
Arakaldo,id48005
Arantzazu,id48006
Munitibar-Arbatzegi Gerrikaitz,id48007
Artzentales,id48008
Arrankudiaga,id48009
Arrieta,id48010
Arrigorriaga,id48011
Bakio,id48012
Barakaldo,id48013
Barrika,id48014
Basauri,id48015
Berango,id48016
Bermeo,id48017
Berriatua,id48018
Berriz,id48019
Bilbao,id48020
Busturia,id48021
Karrantza Harana/Valle de Carranza,id48022
Artea,id48023
Zeanuri,id48024
Zeberio,id48025
Dima,id48026
Durango,id48027
Ea,id48028
Etxebarri,id48029
Etxebarria,id48030
Elantxobe,id48031
Elorrio,id48032
Ereño,id48033
Ermua,id48034
Fruiz,id48035
Galdakao,id48036
Galdames,id48037
Gamiz-Fika,id48038
Garai,id48039
Gatika,id48040
Gautegiz Arteaga,id48041
Gordexola,id48042
Gorliz,id48043
Getxo,id48044
Güeñes,id48045
Gernika-Lumo,id48046
Gizaburuaga,id48047
Ibarrangelu,id48048
Ispaster,id48049
Izurtza,id48050
Lanestosa,id48051
Larrabetzu,id48052
Laukiz,id48053
Leioa,id48054
Lemoa,id48055
Lemoiz,id48056
Lekeitio,id48057
Mallabia,id48058
Mañaria,id48059
Markina-Xemein,id48060
Maruri-Jatabe,id48061
Mendata,id48062
Mendexa,id48063
Meñaka,id48064
Ugao-Miraballes,id48065
Morga,id48066
Muxika,id48067
Mundaka,id48068
Mungia,id48069
Aulesti,id48070
Muskiz,id48071
Otxandio,id48072
Ondarroa,id48073
Urduña/Orduña,id48074
Orozko,id48075
Sukarrieta,id48076
Plentzia,id48077
Portugalete,id48078
Errigoiti,id48079
Valle de Trápaga-Trapagaran,id48080
Lezama,id48081
Santurtzi,id48082
Ortuella,id48083
Sestao,id48084
Sopela,id48085
Sopuerta,id48086
Trucios-Turtzioz,id48087
Ubide,id48088
Urduliz,id48089
Balmaseda,id48090
Atxondo,id48091
Bedia,id48092
Areatza,id48093
Igorre,id48094
Zaldibar,id48095
Zalla,id48096
Zaratamo,id48097
Derio,id48901
Erandio,id48902
Loiu,id48903
Sondika,id48904
Zamudio,id48905
Forua,id48906
Kortezubi,id48907
Murueta,id48908
Nabarniz,id48909
Iurreta,id48910
Ajangiz,id48911
Alonsotegi,id48912
Zierbena,id48913
Arratzu,id48914
Ziortza-Bolibar,id48915
Abezames,id49002
Alcañices,id49003
Alcubilla de Nogales,id49004
Alfaraz de Sayago,id49005
Algodre,id49006
Almaraz de Duero,id49007
Almeida de Sayago,id49008
Andavías,id49009
Arcenillas,id49010
Arcos de la Polvorosa,id49011
Argañín,id49012
Argujillo,id49013
Arquillinos,id49014
Arrabalde,id49015
Aspariegos,id49016
Asturianos,id49017
Ayoó de Vidriales,id49018
Barcial del Barco,id49019
Belver de los Montes,id49020
Benavente,id49021
Benegiles,id49022
Bermillo de Sayago,id49023
"Bóveda de Toro, La",id49024
Bretó,id49025
Bretocino,id49026
Brime de Sog,id49027
Brime de Urz,id49028
Burganes de Valverde,id49029
Bustillo del Oro,id49030
Cabañas de Sayago,id49031
Calzadilla de Tera,id49032
Camarzana de Tera,id49033
Cañizal,id49034
Cañizo,id49035
Carbajales de Alba,id49036
Carbellino,id49037
Casaseca de Campeán,id49038
Casaseca de las Chanas,id49039
Castrillo de la Guareña,id49040
Castrogonzalo,id49041
Castronuevo,id49042
Castroverde de Campos,id49043
Cazurra,id49044
Cerecinos de Campos,id49046
Cerecinos del Carrizal,id49047
Cernadilla,id49048
Cobreros,id49050
Coomonte,id49052
Coreses,id49053
Corrales del Vino,id49054
Cotanes del Monte,id49055
Cubillos,id49056
Cubo de Benavente,id49057
"Cubo de Tierra del Vino, El",id49058
Cuelgamures,id49059
Entrala,id49061
Espadañedo,id49062
Faramontanos de Tábara,id49063
Fariza,id49064
Fermoselle,id49065
Ferreras de Abajo,id49066
Ferreras de Arriba,id49067
Ferreruela,id49068
Figueruela de Arriba,id49069
Fonfría,id49071
Fresno de la Polvorosa,id49075
Fresno de la Ribera,id49076
Fresno de Sayago,id49077
Friera de Valverde,id49078
Fuente Encalada,id49079
Fuentelapeña,id49080
Fuentesaúco,id49081
Fuentes de Ropel,id49082
Fuentesecas,id49083
Fuentespreadas,id49084
Galende,id49085
Gallegos del Pan,id49086
Gallegos del Río,id49087
Gamones,id49088
Gema,id49090
Granja de Moreruela,id49091
Granucillo,id49092
Guarrate,id49093
Hermisende,id49094
"Hiniesta, La",id49095
Jambrina,id49096
Justel,id49097
Losacino,id49098
Losacio,id49099
Lubián,id49100
Luelmo,id49101
"Maderal, El",id49102
Madridanos,id49103
Mahide,id49104
Maire de Castroponce,id49105
Malva,id49107
Manganeses de la Lampreana,id49108
Manganeses de la Polvorosa,id49109
Manzanal de Arriba,id49110
Manzanal del Barco,id49111
Manzanal de los Infantes,id49112
Matilla de Arzón,id49113
Matilla la Seca,id49114
Mayalde,id49115
Melgar de Tera,id49116
Micereces de Tera,id49117
Milles de la Polvorosa,id49118
Molacillos,id49119
Molezuelas de la Carballeda,id49120
Mombuey,id49121
Monfarracinos,id49122
Montamarta,id49123
Moral de Sayago,id49124
Moraleja del Vino,id49125
Moraleja de Sayago,id49126
Morales del Vino,id49127
Morales de Rey,id49128
Morales de Toro,id49129
Morales de Valverde,id49130
Moralina,id49131
Moreruela de los Infanzones,id49132
Moreruela de Tábara,id49133
Muelas de los Caballeros,id49134
Muelas del Pan,id49135
Muga de Sayago,id49136
Navianos de Valverde,id49137
Olmillos de Castro,id49138
Otero de Bodas,id49139
Pajares de la Lampreana,id49141
Palacios del Pan,id49142
Palacios de Sanabria,id49143
Pedralba de la Pradería,id49145
"Pego, El",id49146
Peleagonzalo,id49147
Peleas de Abajo,id49148
Peñausende,id49149
Peque,id49150
"Perdigón, El",id49151
Pereruela,id49152
Perilla de Castro,id49153
Pías,id49154
Piedrahita de Castro,id49155
Pinilla de Toro,id49156
Pino del Oro,id49157
"Piñero, El",id49158
Pobladura del Valle,id49159
Pobladura de Valderaduey,id49160
Porto,id49162
Pozoantiguo,id49163
Pozuelo de Tábara,id49164
Prado,id49165
Puebla de Sanabria,id49166
Pueblica de Valverde,id49167
Quintanilla del Monte,id49168
Quintanilla del Olmo,id49169
Quintanilla de Urz,id49170
Quiruelas de Vidriales,id49171
Rabanales,id49172
Rábano de Aliste,id49173
Requejo,id49174
Revellinos,id49175
Riofrío de Aliste,id49176
Rionegro del Puente,id49177
Roales,id49178
Robleda-Cervantes,id49179
Roelos de Sayago,id49180
Rosinos de la Requejada,id49181
Salce,id49183
Samir de los Caños,id49184
San Agustín del Pozo,id49185
San Cebrián de Castro,id49186
San Cristóbal de Entreviñas,id49187
San Esteban del Molar,id49188
San Justo,id49189
San Martín de Valderaduey,id49190
San Miguel de la Ribera,id49191
San Miguel del Valle,id49192
San Pedro de Ceque,id49193
San Pedro de la Nave-Almendra,id49194
Santa Clara de Avedillo,id49197
Santa Colomba de las Monjas,id49199
Santa Cristina de la Polvorosa,id49200
Santa Croya de Tera,id49201
Santa Eufemia del Barco,id49202
Santa María de la Vega,id49203
Santa María de Valverde,id49204
Santibáñez de Tera,id49205
Santibáñez de Vidriales,id49206
Santovenia,id49207
San Vicente de la Cabeza,id49208
San Vitero,id49209
Sanzoles,id49210
Tábara,id49214
Tapioles,id49216
Toro,id49219
"Torre del Valle, La",id49220
Torregamones,id49221
Torres del Carrizal,id49222
Trabazos,id49223
Trefacio,id49224
Uña de Quintana,id49225
Vadillo de la Guareña,id49226
Valcabado,id49227
Valdefinjas,id49228
Valdescorriel,id49229
Vallesa de la Guareña,id49230
Vega de Tera,id49231
Vega de Villalobos,id49232
Vegalatrave,id49233
Venialbo,id49234
Vezdemarbán,id49235
Vidayanes,id49236
Videmala,id49237
Villabrázaro,id49238
Villabuena del Puente,id49239
Villadepera,id49240
Villaescusa,id49241
Villafáfila,id49242
Villaferrueña,id49243
Villageriz,id49244
Villalazán,id49245
Villalba de la Lampreana,id49246
Villalcampo,id49247
Villalobos,id49248
Villalonso,id49249
Villalpando,id49250
Villalube,id49251
Villamayor de Campos,id49252
Villamor de los Escuderos,id49255
Villanázar,id49256
Villanueva de Azoague,id49257
Villanueva de Campeán,id49258
Villanueva de las Peras,id49259
Villanueva del Campo,id49260
Villaralbo,id49261
Villardeciervos,id49262
Villar de Fallaves,id49263
Villar del Buey,id49264
Villardiegua de la Ribera,id49265
Villárdiga,id49266
Villardondiego,id49267
Villarrín de Campos,id49268
Villaseco del Pan,id49269
Villavendimio,id49270
Villaveza del Agua,id49271
Villaveza de Valverde,id49272
Viñas,id49273
Zamora,id49275
Abanto,id50001
Acered,id50002
Agón,id50003
Aguarón,id50004
Aguilón,id50005
Ainzón,id50006
Aladrén,id50007
Alagón,id50008
Alarba,id50009
Alberite de San Juan,id50010
Albeta,id50011
Alborge,id50012
Alcalá de Ebro,id50013
Alcalá de Moncayo,id50014
Alconchel de Ariza,id50015
Aldehuela de Liestos,id50016
Alfajarín,id50017
Alfamén,id50018
Alforque,id50019
Alhama de Aragón,id50020
Almochuel,id50021
"Almolda, La",id50022
Almonacid de la Cuba,id50023
Almonacid de la Sierra,id50024
"Almunia de Doña Godina, La",id50025
Alpartir,id50026
Ambel,id50027
Anento,id50028
Aniñón,id50029
Añón de Moncayo,id50030
Aranda de Moncayo,id50031
Arándiga,id50032
Ardisa,id50033
Ariza,id50034
Artieda,id50035
Asín,id50036
Atea,id50037
Ateca,id50038
Azuara,id50039
Badules,id50040
Bagüés,id50041
Balconchán,id50042
Bárboles,id50043
Bardallur,id50044
Belchite,id50045
Belmonte de Gracián,id50046
Berdejo,id50047
Berrueco,id50048
Bijuesca,id50050
Biota,id50051
Bisimbre,id50052
Boquiñeni,id50053
Bordalba,id50054
Borja,id50055
Botorrita,id50056
Brea de Aragón,id50057
Bubierca,id50058
Bujaraloz,id50059
Bulbuente,id50060
Bureta,id50061
"Burgo de Ebro, El",id50062
"Buste, El",id50063
Cabañas de Ebro,id50064
Cabolafuente,id50065
Cadrete,id50066
Calatayud,id50067
Calatorao,id50068
Calcena,id50069
Calmarza,id50070
Campillo de Aragón,id50071
Carenas,id50072
Cariñena,id50073
Caspe,id50074
Castejón de Alarba,id50075
Castejón de las Armas,id50076
Castejón de Valdejasa,id50077
Castiliscar,id50078
Cervera de la Cañada,id50079
Cerveruela,id50080
Cetina,id50081
Cimballa,id50082
Cinco Olivas,id50083
Clarés de Ribota,id50084
Codo,id50085
Codos,id50086
Contamina,id50087
Cosuenda,id50088
Cuarte de Huerva,id50089
Cubel,id50090
"Cuerlas, Las",id50091
Chiprana,id50092
Chodes,id50093
Daroca,id50094
Ejea de los Caballeros,id50095
Embid de Ariza,id50096
Encinacorba,id50098
Épila,id50099
Erla,id50100
Escatrón,id50101
Fabara,id50102
Farlete,id50104
Fayón,id50105
"Fayos, Los",id50106
Figueruelas,id50107
Fombuena,id50108
"Frago, El",id50109
"Frasno, El",id50110
Fréscano,id50111
Fuendejalón,id50113
Fuendetodos,id50114
Fuentes de Ebro,id50115
Fuentes de Jiloca,id50116
Gallocanta,id50117
Gallur,id50118
Gelsa,id50119
Godojos,id50120
Gotor,id50121
Grisel,id50122
Grisén,id50123
Herrera de los Navarros,id50124
Ibdes,id50125
Illueca,id50126
Isuerre,id50128
Jaraba,id50129
Jarque,id50130
Jaulín,id50131
"Joyosa, La",id50132
Lagata,id50133
Langa del Castillo,id50134
Layana,id50135
Lécera,id50136
Leciñena,id50137
Lechón,id50138
Letux,id50139
Litago,id50140
Lituénigo,id50141
Lobera de Onsella,id50142
Longares,id50143
Longás,id50144
Lucena de Jalón,id50146
Luceni,id50147
Luesia,id50148
Luesma,id50149
Lumpiaque,id50150
Luna,id50151
Maella,id50152
Magallón,id50153
Mainar,id50154
Malanquilla,id50155
Maleján,id50156
Malón,id50157
Maluenda,id50159
Mallén,id50160
Manchones,id50161
Mara,id50162
María de Huerva,id50163
Mediana de Aragón,id50164
Mequinenza,id50165
Mesones de Isuela,id50166
Mezalocha,id50167
Mianos,id50168
Miedes de Aragón,id50169
Monegrillo,id50170
Moneva,id50171
Monreal de Ariza,id50172
Monterde,id50173
Montón,id50174
Morata de Jalón,id50175
Morata de Jiloca,id50176
Morés,id50177
Moros,id50178
Moyuela,id50179
Mozota,id50180
Muel,id50181
"Muela, La",id50182
Munébrega,id50183
Murero,id50184
Murillo de Gállego,id50185
Navardún,id50186
Nigüella,id50187
Nombrevilla,id50188
Nonaspe,id50189
Novallas,id50190
Novillas,id50191
Nuévalos,id50192
Nuez de Ebro,id50193
Olvés,id50194
Orcajo,id50195
Orera,id50196
Orés,id50197
Oseja,id50198
Osera de Ebro,id50199
Paniza,id50200
Paracuellos de Jiloca,id50201
Paracuellos de la Ribera,id50202
Pastriz,id50203
Pedrola,id50204
"Pedrosas, Las",id50205
Perdiguera,id50206
Piedratajada,id50207
Pina de Ebro,id50208
Pinseque,id50209
"Pintanos, Los",id50210
Plasencia de Jalón,id50211
Pleitas,id50212
Plenas,id50213
Pomer,id50214
Pozuel de Ariza,id50215
Pozuelo de Aragón,id50216
Pradilla de Ebro,id50217
Puebla de Albortón,id50218
"Puebla de Alfindén, La",id50219
Puendeluna,id50220
Purujosa,id50221
Quinto,id50222
Remolinos,id50223
Retascón,id50224
Ricla,id50225
Romanos,id50227
Rueda de Jalón,id50228
Ruesca,id50229
Sádaba,id50230
Salillas de Jalón,id50231
Salvatierra de Esca,id50232
Samper del Salz,id50233
San Martín de la Virgen de Moncayo,id50234
San Mateo de Gállego,id50235
Santa Cruz de Grío,id50236
Santa Cruz de Moncayo,id50237
Santa Eulalia de Gállego,id50238
Santed,id50239
Sástago,id50240
Sabiñán,id50241
Sediles,id50242
Sestrica,id50243
Sierra de Luna,id50244
Sigüés,id50245
Sisamón,id50246
Sobradiel,id50247
Sos del Rey Católico,id50248
Tabuenca,id50249
Talamantes,id50250
Tarazona,id50251
Tauste,id50252
Terrer,id50253
Tierga,id50254
Tobed,id50255
Torralba de los Frailes,id50256
Torralba de Ribota,id50257
Torralbilla,id50258
Torrehermosa,id50259
Torrelapaja,id50260
Torrellas,id50261
Torres de Berrellén,id50262
Torrijo de la Cañada,id50263
Tosos,id50264
Trasmoz,id50265
Trasobares,id50266
Uncastillo,id50267
Undués de Lerda,id50268
Urrea de Jalón,id50269
Urriés,id50270
Used,id50271
Utebo,id50272
Valdehorna,id50273
Val de San Martín,id50274
Valmadrid,id50275
Valpalmas,id50276
Valtorres,id50277
Velilla de Ebro,id50278
Velilla de Jiloca,id50279
Vera de Moncayo,id50280
Vierlas,id50281
"Vilueña, La",id50282
Villadoz,id50283
Villafeliche,id50284
Villafranca de Ebro,id50285
Villalba de Perejil,id50286
Villalengua,id50287
Villanueva de Gállego,id50288
Villanueva de Jiloca,id50289
Villanueva de Huerva,id50290
Villar de los Navarros,id50291
Villarreal de Huerva,id50292
Villarroya de la Sierra,id50293
